id,numerozona,nomezona,numeromuni,nomemunici,numdistrit,nomedistri,area_ha_2,nome,domicilios,familias,populacao,matriculas,empregos,automoveis,viagens_produzidas,viagens_atraidas,renda_total,renda_media_familiar,renda_per_capita,renda_mediana_familiar,nenhum_auto,1_auto,2_auto,3_ou_mais_auto,total_familias,area_arbor,area_arb_1,indicador_massa_arborea,centroid_lat,centroid_long
119,119,Perus,36,São Paulo,62,Perus,"2369,13",Perus,26735,26735,87246,24446,13969,13252,110913,111879,63643344,2381,729,2037,14595,10832,1308,0,26735,"1533,79784109012",15337978,"0,647409741588735","-23,4079590859791","-46,7459480979381"
122,122,Vila Souza,36,São Paulo,11,Brasilândia,"220,86",Vila Souza,15428,15428,49953,8100,9610,5885,72394,72941,30546821,1980,612,1600,10380,4343,704,0,15428,"57,4063125639467",574063,"0,259921726722569","-23,4541350165895","-46,7060974233355"
132,132,Parque Anhembi,36,São Paulo,71,Santana,"313,52",Parque Anhembi,0,0,0,2324,3871,0,14652,14874,0,0,0,0,0,0,0,0,0,"156,796471006769",1567965,"0,500116327528608","-23,5116823317372","-46,6386409945207"
136,136,Casa Verde,36,São Paulo,21,Casa Verde,"325,35",Casa Verde,11225,11225,32570,10752,23471,8835,90249,90271,46970261,4184,1442,3254,4279,5402,1399,145,11225,"41,2092686494213",412093,"0,126661345164965","-23,508384137317","-46,6603991133393"
133,133,Alfredo Pujol,36,São Paulo,71,Santana,"215,07",Alfredo Pujol,13684,13684,36442,8596,20366,11400,91464,92117,96547251,7055,2649,4949,5647,5073,2822,142,13684,"23,7758142530432",237758,"0,11054918981282","-23,4984769588196","-46,6325593089835"
134,134,Santa Terezinha,36,São Paulo,71,Santana,"251,08",Santa Terezinha,10038,10038,28827,9580,14706,8768,74018,72693,56586447,5637,1963,4689,3136,4927,1975,0,10038,"38,3999102818878",383999,"0,152938944885645","-23,4904811002393","-46,6383537358594"
165,165,Coroa,36,São Paulo,88,Vila Guilherme,"174,39",Coroa,1075,1075,3184,3965,14333,603,37176,37562,4227697,3933,1328,3213,520,507,48,0,1075,"16,964114126967",169641,"0,097276874402013","-23,513647557904","-46,6137219468369"
137,137,Parque Peruche,36,São Paulo,21,Casa Verde,"391,87",Parque Peruche,17062,17062,53439,7935,20887,11768,106219,106878,70240860,4117,1314,3778,7384,7692,1722,265,17062,"47,9433999674383",479434,"0,122345165405462","-23,4948364612462","-46,6548423445695"
143,143,Reserva da Cantareira,36,São Paulo,13,Cachoeirinha,"436,61",Reserva da Cantareira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"419,279847845909",4192798,"0,960307477716747","-23,4347359207493","-46,663047618206"
144,144,Mandaqui,36,São Paulo,51,Mandaqui,"552,45",Mandaqui,36483,36483,104526,11677,30090,29568,163855,163687,175282148,4804,1677,3391,13746,18563,3511,663,36483,"82,1109672409765",821110,"0,148630586009551","-23,4768509989583","-46,6383358148958"
145,145,Horto Florestal,36,São Paulo,51,Mandaqui,"342,18",Horto Florestal,1504,1575,4480,3544,2392,1398,19530,20272,8057632,5117,1799,4443,320,1144,111,0,1575,"259,273397849024",2592734,"0,757710555406582","-23,4578589616904","-46,641486125898"
152,152,Parada Inglesa,36,São Paulo,84,Tucuruvi,"242,67",Parada Inglesa,12154,12154,35169,12759,14573,6875,79982,79456,44538817,3665,1266,3500,5650,6021,483,0,12154,"21,0998285633099",210998,"0,086948648631104","-23,4859015896658","-46,6035088309715"
161,161,Parque Novo Mundo,36,São Paulo,91,Vila Maria,"551,36",Parque Novo Mundo,14724,14724,47297,6425,33206,8274,122575,121963,38908774,2643,823,2200,6881,7598,245,0,14724,"100,163027049439",1001630,"0,181665385681658","-23,5165918499927","-46,569435448182"
153,153,Tucuruvi,36,São Paulo,84,Tucuruvi,"358,5",Tucuruvi,5703,5703,16284,8218,10765,5640,41115,41426,37593002,6592,2309,5700,1547,3117,723,316,5703,"186,209223229475",1862092,"0,519412059217504","-23,4699751180884","-46,6162614664184"
154,154,Vila Gustavo,36,São Paulo,84,Tucuruvi,"345,8",Vila Gustavo,15797,15797,45465,9330,17162,13605,101086,100300,69511477,4400,1529,3200,4983,8511,2120,182,15797,"32,9846596107661",329847,"0,095386522876709","-23,474356137437","-46,5971580040269"
155,155,Cohab Jova Rural,36,São Paulo,38,Jaçanã,"254,58",Cohab Jova Real,9265,9265,32242,3982,6320,4587,42598,42604,25706247,2775,797,2500,5768,2749,517,231,9265,"84,7707277076879",847707,"0,332982668346641","-23,4485466495004","-46,5734214963562"
314,314,Adventista,36,São Paulo,19,Capão Redondo,"545,26",Adventista,34690,34690,105255,34577,27777,12617,186306,186290,104702375,3018,995,2453,22886,10946,858,0,34690,"117,005799537935",1170058,"0,21458716857634","-23,6775315583968","-46,7846305916811"
158,158,Vila Medeiros,36,São Paulo,94,Vila Medeiros,"335,02",Vila Medeiros,19961,19961,60459,8069,7928,9458,74903,75869,83100701,4163,1374,3580,11547,7011,1403,0,19961,"15,0272569313724",150273,"0,044854805478397","-23,4899017947957","-46,5868626993466"
162,162,Vila Maria,36,São Paulo,91,Vila Maria,"234,12",Vila Maria,5467,5467,15842,22073,17823,3457,68261,68767,18935666,3464,1195,3044,2446,2683,319,19,5467,"13,7834790117549",137835,"0,058873564888753","-23,5185893986218","-46,5901100619145"
159,159,Jardim Brasil,36,São Paulo,94,Vila Medeiros,"454,37",Jardim Brasil,20206,20206,64171,9562,29203,10555,101954,100394,60988863,3018,950,2589,11392,6772,2042,0,20206,"62,1503185048846",621503,"0,136783499141415","-23,4878689752473","-46,5706291421407"
164,164,Vila Guilherme,36,São Paulo,88,Vila Guilherme,"170,9",Vila Guilherme,1879,1879,5849,2435,10506,1182,25920,25735,6512056,3466,1113,3500,815,943,120,0,1879,"16,0538336497966",160538,"0,093937002046791","-23,5191581859962","-46,6022188249106"
163,163,Vila Isolina Mazzei,36,São Paulo,88,Vila Guilherme,"379,5",Vila Isolina Mazzei,16125,16125,47519,6509,17319,13020,96569,97522,73999513,4589,1557,3778,4872,9172,1151,930,16125,"42,5014306248156",425014,"0,111993229577907","-23,5027346294175","-46,60360406054"
170,170,Penha,36,São Paulo,60,Penha,"384,16",Penha,11594,11594,34693,12887,19867,7112,97701,97305,40665017,3507,1172,3000,5596,5283,477,238,11594,"57,6948124609648",576948,"0,150184330645993","-23,5214457854162","-46,5485451823004"
171,171,Tiquatira,36,São Paulo,60,Penha,"324,46",Tiquatira,14372,14372,40666,7653,14810,9459,81281,81162,48743936,3392,1199,2715,7290,5267,1466,348,14372,"46,8224547846075",468225,"0,144308866376772","-23,5223128019616","-46,5323806669125"
179,179,USP Leste II,36,São Paulo,28,Ermelino Matarazzo,"122,83",USP Leste II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93,3469817411119",933470,"0,75996891428081","-23,4794809840623","-46,4838927436172"
185,185,Laranja da China,36,São Paulo,89,Vila Jacuí,"131,72",Laranja da China,9672,9672,29129,4836,5015,4831,29802,29892,19764933,2044,679,1900,5079,4464,129,0,9672,"17,3454687688577",173455,"0,131684396969767","-23,5088109948708","-46,464321249968"
178,178,USP Leste I,36,São Paulo,18,Cangaíba,"50,18",USP Leste I,0,0,0,2954,1289,0,3889,3949,0,0,0,0,0,0,0,0,0,"27,3056814058517",273057,"0,544154671300352","-23,4841475390833","-46,5020496286787"
180,180,Ermelino Matarazzo,36,São Paulo,28,Ermelino Matarazzo,"448,82",Ermelino Matarazzo,22958,23550,71109,11591,14445,17403,120369,119763,74811502,3177,1052,2500,9944,10201,3405,0,23550,"87,8321015510892",878321,"0,195695605256203","-23,4904107090086","-46,4906895982115"
181,181,Parque Buturussu,36,São Paulo,28,Ermelino Matarazzo,"371,83",Parque Buturussu,15110,15575,46600,12626,12719,9224,79906,82542,49148287,3156,1055,2500,7383,7129,1063,0,15575,"50,343062232642",503431,"0,135392685454756","-23,4962035029133","-46,4771581116541"
187,187,Parque Cruzeiro do Sul,36,São Paulo,89,Vila Jacuí,"249,91",Parque Cruzeiro do Sul,15290,15290,48263,8887,9959,6777,62944,63153,36903075,2414,765,2453,8666,6624,0,0,15290,"39,1101647347084",391102,"0,156496997858063","-23,4903331873919","-46,4622964244048"
182,182,Ponte Rasa,36,São Paulo,65,Ponte Rasa,"365,36",Ponte Rasa,15499,15499,46946,9526,17054,11945,63922,65454,56148793,3623,1196,3391,5164,9217,822,296,15499,"25,7846194699061",257846,"0,07057318663758","-23,5139404589327","-46,5016815888914"
183,183,Burgo Paulista,36,São Paulo,65,Ponte Rasa,"291,63",Burgo Paulista,13918,13918,43659,12608,7808,8787,68115,67707,43291934,3110,992,2589,6631,6162,948,177,13918,"24,7840210077788",247840,"0,084984470074337","-23,5178205668094","-46,4838593160379"
236,236,Ipiranga,36,São Paulo,33,Ipiranga,"91,94",Ipiranga,4707,4707,12057,5439,10921,3846,42348,42469,30379988,6454,2520,6500,1802,2085,784,35,4707,"8,11191483928191",81119,"0,088230529032868","-23,5878521373204","-46,6027054204534"
